,sentence,values
7789,"a film that presents an interesting , even sexy premise then ruins itself with too many contrivances and goofy situations .",0.48611
7790,"filled with low-brow humor , gratuitous violence and a disturbing disregard for life .",0.31944
7791,"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name",0.44444
7792,"the -year-old godard has become , to judge from in praise of love , the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .",0.45833
7793,an unsophisticated sci-fi drama that takes itself all too seriously .,0.25
7794,"solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous .",0.27778
7795,"harvard man is a semi-throwback , a reminiscence without nostalgia or sentimentality .",0.40278
7796,"supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy .",0.45833
7797,"alas , getting there is not even half the interest .",0.18056
7798,"while hoffman 's performance is great , the subject matter goes nowhere .",0.55556
7799,"the smash 'em - up , crash 'em - up , shoot 'em - up ending comes out of nowhere substituting mayhem for suspense .",0.52778
7800,"deuces wild treads heavily into romeo and juliet\/west side story territory , where it plainly has no business going .",0.20833
7801,"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .",0.27778
7802,"theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .",0.22222
7803,"this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone .",0.25
7804,novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama .,0.25
7805,"been there , done that , liked it much better the first time around - when it was called the professional .",0.29167
7806,"the film is all over the place , really .",0.16667
7807,"it dabbles all around , never gaining much momentum .",0.25
7808,"the beautiful , unusual music is this film 's chief draw , but its dreaminess may lull you to sleep .",0.51389
7809,the action quickly sinks into by-the-numbers territory .,0.27778
7810,"forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",0.19444
7811,"when ( reno ) lets her radical flag fly , taking angry potshots at george w. bush , henry kissinger , larry king , et al. , reno devolves into a laugh-free lecture .",0.38889
7812,"such a premise is ripe for all manner of lunacy , but kaufman and gondry rarely seem sure of where it should go .",0.36111
7813,burns ' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .,0.125
7814,"while this one gets off with a good natured warning , future lizard endeavors will need to adhere more closely to the laws of laughter",0.36111
7815,another boorish movie from the i-heard-a-joke - at-a-frat-party school of screenwriting .,0.097222
7816,"too much of the movie feels contrived , as if the filmmakers were worried the story would n't work without all those gimmicks .",0.31944
7817,it 's hard to understand why anyone in his right mind would even think to make the attraction a movie .,0.19444
7818,and it 's harder still to believe that anyone in his right mind would want to see the it .,0.055556
7819,"the ethos of the chelsea hotel may shape hawke 's artistic aspirations , but he has n't yet coordinated his own dv poetry with the beat he hears in his soul .",0.375
7820,"the sight of the name bruce willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind -- maybe too much .",0.5
7821,"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",0.055556
7822,"the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old hanna-barbera charm .",0.097222
7823,exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as kerrigan 's platinum-blonde hair .,0.40278
7824,the movie 's downfall is to substitute plot for personality .,0.20833
7825,"it does n't really know or care about the characters , and uses them as markers for a series of preordained events .",0.25
7826,all mood and no movie .,0.23611
7827,press the delete key .,0.097222
7828,simone is not a bad film .,0.61111
7829,it just does n't have anything really interesting to say .,0.38889
7830,"once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .",0.33333
7831,... hopefully it 'll be at the dollar theatres by the time christmas rolls around .,0.52778
7832,wait to see it then .,0.38889
7833,there 's no disguising this as one of the worst films of the summer .,0.013889
7834,"or for the year , for that matter .",0.5
7835,"lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck .",0.18056
7836,"this hastily mounted production exists only to capitalize on hopkins ' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book .",0.15278
7837,"death to smoochy tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke .",0.33333
7838,over and over again .,0.38889
7839,the threat implied in the title pokã©mon 4ever is terrifying -- like locusts in a horde these things will keep coming .,0.125
7840,"the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .",0.36111
7841,to call this film a lump of coal would only be to flatter it .,0.125
7842,entertainment more disposable than hanna-barbera 's half-hour cartoons ever were .,0.4305600000000001
